description,date_announced,date_start,date_end,country,init_country_level,domestic_policy,type,type_sub_cat,target_who_what,compliance,lockdown_length
"Chile is enforcing a lockdown in the urban area of Pozo Almonte from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The urban area of Pozo Almonte enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in Peñaflor from June 12 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 12 is extended for an indefinite period on July 28. The urban area of Peñaflor enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in Calera de Tango from June 26 until July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 26 is extended for an indefinite period on July 28. The commune of Calera de Tango enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the commune of El Monte from June 26 until July 3.  The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 26 is extended for an indefinite period on July 28. The commune of El Monte enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the commune of Quillota from June 26 until July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 26 is extended for an indefinite period on July 28. The commune of Quillota enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the commune of Graneros from June 26 until July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 26 is extended for an indefinite period on July 28. The commune of Graneros enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the urban part of Arica from July 14 to July 24. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from July 14 is extended for an indefinite period on July 28. The commune of Arica enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile enforces a lockdown in the commune of Rengo, in the O'Higgins region from July 14 to July 24. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from July 14 is extended for an indefinite period on July 28. The commune of Rengo enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in San Antonio beginning on June 9 and ending on June 19. The full lockdown ends on July 28. UPDATE: The lockdown enforced from May 15 ends on July 28. As part of the plan ""Paso a Paso"" (Step by step), the commune of San Antonio enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,2020-07-28,Chile,National,1,Lockdown,NA,All Residents (Citizen Residents + Foreign Residents),Mandatory (Unspecified/Implied),0
"Chile is enforcing a lockdown in Colina from May 15 for 7 days. The full lockdown ends on July 28. UPDATE: The lockdown enforced from May 15 ends on July 28. As part of the plan ""Paso a Paso"" (Step by step), the commune of Colina enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,2020-07-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile is enforcing a lockdown in the urban area of Til Til from June 12 for 7 days. The full lockdown ends on July 28. UPDATE: The lockdown enforced from June 12 ends on July 28. As part of the plan ""Paso a Paso"" (Step by step), the commune of Til Til enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,2020-07-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile is enforcing a lockdown in San Felipe from June 19 for 7 days. The full lockdown ends on July 28. UPDATE: The lockdown enforced from June 19 ends on July 28. As part of the plan ""Paso a Paso"" (Step by step), the commune of San Felipe enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-07-24,2020-07-28,2020-07-28,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",0
"Chile enforces a lockdown in the commune of Talagante from June 26 until July 3. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from June 26 is extended for an indefinite period on July 28. The commune of Talagante enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the commune of Lampa from May 15 for 7 days. The lockdown is extended for an indefinite period from July 28. UPDATE: The lockdown enforced from May 15 is extended for an indefinite period on July 28. The commune of Lampa enters ""Phase 1: Lockdown"" as part of the government`s ""Plan Paso a Paso"" (Step by Step) plan.",2020-07-24,2020-07-28,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of La Serena, in the Coquimbo Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. La Serena will be under a full lockdown from July 29 for an indefinite period.",2020-07-24,2020-07-29,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Puerto Montt, in the Los Lagos Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Puerto Montt will be under a full lockdown from July 29 for an indefinite period.",2020-07-24,2020-07-29,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Coquimbo, in the Coquimbo Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Coquimbo will be under a full lockdown from July 29 for an indefinite period.",2020-07-24,2020-07-29,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of María Pinto, in the Santiago Metropolitan Region, will enter ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 1 for an indefinite period. María Pinto will be under lockdown on Saturdays, Sundays, and holidays.",2020-07-31,2020-08-01,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Punta Arenas, in the Magallanes Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 7 for an indefinite period. Punta Arenas will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-07,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Tierra Amarilla, in the Atacama Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Tierra Amarilla will be under a full lockdown from August 10 for an indefinite period.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the whole commune of Curicó, in the Maule Region, will enter ""Phase 1: Lockdown"" of the ""Paso a Paso"" (Step by Step) plan. Curicó will be under a full lockdown from August 10 for an indefinite period.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Tocopilla, in the Antofagasta Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Tocopilla will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Melipilla, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Melipilla will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Cucaraví, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Cucaraví will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Lampa, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Lampa will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Providencia, in the Santiago Metropolitan Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Providencia will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Rancagua, in the O|Higgins Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Rancagua will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Machalí, in the O`Higgins Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Machalí will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"The government of Chile announced that the commune of Graneros, in the O`Higgins Region, will move to ""Phase 2: Transition"" of the ""Paso a Paso"" (Step by Step) plan from August 10 for an indefinite period. Graneros will be under lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,NA,Chile,National,1,Lockdown,NA,All (Travelers + Residents),"Mandatory with Legal Penalties (Jail Time),Mandatory with Fines",NA
"Chile is enforcing a lockdown in the urban area of Tocopilla in the Antofagasta Region beginning on June 23 and ending on July 3. The full lockdown ends on August 10. UPDATE: The lockdown enforced from June 23 ends on August 10. As part of the plan ""Paso a Paso"" (Step by step), the urban area of Tocopilla enters ""Phase 2: Transition"" meaning that it will be in lockdown on Saturdays, Sundays, and holidays.",2020-08-05,2020-08-10,2020-08-10,Chile,National,1,Lockdown,NA,All (Travelers + Residents),Mandatory (Unspecified/Implied),0
